name,nameEn,region,city,municipality,postcode,suburb,lon,lat,address,,,,,,
Свети Димитрија,,Southwestern Region,Knezhino,Municipality of Kichevo,6261,,41.5212624,20.91664401,"Свети Димитрија, Кнежино, 6261 Knezhino, North Macedonia",,,,,,
Св. Архангел Михаил,,Southwestern Region,:Lavchani,Municipality of Kichevo,6261,,41.48302375,20.86723133,"6261 :Lavchani, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Zheleznec,Municipality of Demir Hisar/Murgashevo,,,41.29780345,21.0721115,"St. Nicholas, R1305, Zheleznec, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Prilep,Municipality of Prilep,7500,Tochila,41.34812925,21.53842896,"St. Parascheva, Brakja Miladinovci 0, 7500 Prilep, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Zheleznec,Municipality of Demir Hisar/Murgashevo,,,41.2828107,21.04652866,"St. Athanasius, R1305, Zheleznec, North Macedonia",,,,,,
Рождество на Пресвета Богородица,Nativity of the Virgin Mary,Pelagonia Region,Barakovo,Municipality of Demir Hisar/Murgashevo,7240,,41.25094535,21.2263374,"Nativity of the Virgin Mary, R512, 7240 Barakovo, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Belche,Municipality of Demir Hisar/Murgashevo,7240,,41.24459455,21.1965553,"St. Nicholas, R1305, 7240 Belche, North Macedonia",,,,,,
Св. Богородица - Пречиста Кичевска,,Southwestern Region,Manastirsko Dolenci,Municipality of Kichevo,6261,,41.45918985,20.93541951,"Св. Богородица - Пречиста Кичевска, R1305, 6261 Manastirsko Dolenci, North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Zashle,Municipality of Demir Hisar/Murgashevo,,,41.3404335,21.1264776,"St. George, Цер - Зашле, Zashle, North Macedonia",,,,,,
Св. Константин и Св. Елена,St. Constantine and St. Elena,Pelagonia Region,Edinakovci,Municipality of Demir Hisar/Murgashevo,,,41.23488085,21.25097585,"St. Constantine and St. Elena, R512, Edinakovci, North Macedonia",,,,,,
Gorno Orizari Mosque,,Vardar Region,Gorno Orizari,Municipality of Veles,1400,,41.68590605,21.73318095,"Gorno Orizari Mosque, 10124, 1400 Gorno Orizari, North Macedonia",,,,,,
Laka Mosque,,Skopje Region,Skopje,Municipality of Gjorche Petrov,9100,Hrom,41.9975331,21.36628138,"Laka Mosque, Рафаел Батино, 9100 Skopje, North Macedonia",,,,,,
Taftalidzhe Mosque,,Skopje Region,Skopje,Municipality of Karposh,9100,Taftalidzhe 2,42.00313065,21.38345186,"Taftalidzhe Mosque, Демир Трајко, 9100 Skopje, North Macedonia",,,,,,
Kasim Bey Mosque,,Skopje Region,Skopje,Municipality of Chair,1001,Dukjandzhik,42.00232175,21.44531921,"Kasim Bey Mosque, Петре Георгиев, 1001 Skopje, North Macedonia",,,,,,
Halit Efendi Mosque,,Northeastern Region,Slupchane,Municipality of Lipkovo,,,42.17499735,21.62692676,"Halit Efendi Mosque, R29272, Slupchane, North Macedonia",,,,,,
Св. Јован,St. John,Pelagonia Region,Demir Hisar,Municipality of Demir Hisar/Murgashevo,7240,,41.2262859,21.1518382,"St. John, 1 Maj, 7240 Demir Hisar, North Macedonia",,,,,,
Балаклија,,Pelagonia Region,Boishte,Municipality of Demir Hisar/Murgashevo,7240,,41.2384538,21.1506913,"Балаклија, R29371, 7240 Boishte, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Sloeshtica,Municipality of Demir Hisar/Murgashevo,,Lower Babino,41.28456975,21.09193138,"St. Nicholas, R29371, Sloeshtica, North Macedonia",,,,,,
Св. Петар,St Peter,Pelagonia Region,Smilevo,Municipality of Demir Hisar/Murgashevo,,,41.1705792,21.10637495,"St Peter, R29371, Smilevo, North Macedonia",,,,,,
Св. Атанасиј,St. Atanasius,Pelagonia Region,Sopotnica,Municipality of Demir Hisar/Murgashevo,,,41.3137409,21.1467739,"St. Atanasius, R1305, Sopotnica, North Macedonia",,,,,,
Успение на Пресвета Богородица,,Pelagonia Region,Lopatica,Municipality of Demir Hisar/Murgashevo,7240,,41.20658105,21.24524835,"Успение на Пресвета Богородица, R1305, 7240 Lopatica, North Macedonia",,,,,,
Црква „Свети Никола“,"Church ""Saint Nicholas""",Vardar Region,Sveti Nikole,Municipality of Sveti Nikole,2220,Каракански Бавчи,41.86629555,21.94234054,"Church Saint Nicholas""",,,"Цветан Димов, 2220 Sveti Nikole, North Macedonia",839361758,,
Света Лидија Македонска,,Vardar Region,Sveti Nikole,Municipality of Sveti Nikole,2220,Бел Камен,41.86119505,21.93933527,"Света Лидија Македонска, Септемвриска, 2220 Sveti Nikole, North Macedonia",,,,,,
Св. Тодор,,Pelagonia Region,Sveto Todori,Municipality of Mogila,7525,,41.2212667,21.32920105,"Св. Тодор, R2335, 7525 Sveto Todori, North Macedonia",,,,,,
Св. Илија,St. Eliyah,Pelagonia Region,Krklino,Municipality of Bitola,7000,,41.06909725,21.31731161,"St. Eliyah, манастир св.Илија - Снегово, 7000 Krklino, North Macedonia",,,,,,
Св. Архангел Михаил,St. Archangel Michael,Pelagonia Region,Lisolaj,Municipality of Bitola,,,41.1483904,21.32185497,"St. Archangel Michael, R1305, Lisolaj, North Macedonia",,,,,,
Кокино,,Northeastern Region,Kokino,Municipality of Staro Nagorichane,,,42.2651061,21.9531678,"Кокино, R2244, Kokino, North Macedonia",,,,,,
Џамија Дуди Ханум,Mosque Dudi Hanum,Eastern Region,Kochani,Municipality of Kochani,2300,,41.92450165,22.41016313,"Mosque Dudi Hanum, Goce Delchev, 2300 Kochani, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Skopje Region,Usje,Municiplity of Kisela Voda,1054,,41.9560054,21.4561801,"St. Athanasius, Улица 32, 1054 Usje, North Macedonia",,,,,,
Св. Илија,St. Eliyah,Pelagonia Region,Golemo Ilino,Municipality of Demir Hisar/Murgashevo,,,41.2928037,20.98046997,"St. Eliyah, R29273, Golemo Ilino, North Macedonia",,,,,,
Св. Наум Охридски,St. Naum of Ohrid,Pelagonia Region,Prilep,Municipality of Prilep,7500,Shtavichko Maalo,41.3371013,21.55492138,"St. Naum of Ohrid, Car Samoil 0, 7500 Prilep, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Pelagonia Region,Topolchani,Municipality of Prilep,7512,,41.2379496,21.40617682,"Holy Trinity, Тополчани, 7512 Topolchani, North Macedonia",,,,,,
Успение на Пресвета Богородица,Dormition of the Holy Mother of God,Pelagonia Region,Novaci,Municipality of Novaci,,,41.04511335,21.43874443,"Dormition of the Holy Mother of God, R1311, Novaci, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Veleselo,Municipality of Novaci,,,41.01677125,21.53727066,"St. Athanasius, L50728, Veleselo, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Budimirci,Municipality of Novaci,,,41.03706015,21.74280605,"St. Demetrius of Salonica, R2338, Budimirci, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Krushevo OT,Municipality of Krushevo,7550,Gipsy Neighbourhood,41.29639865,21.25322397,"St. Athanasius, R1306, 7550 Krushevo OT, North Macedonia",,,,,,
Св. Василиј Велики,St. Basil the Great,Pelagonia Region,Krushevo OT,Municipality of Krushevo,7550,5 Letters,41.3464194,21.2742651,"St. Basil the Great, R1306, 7550 Krushevo OT, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Vardar Region,Dabnishte,Municipality of Kavadarci,1430,Vatasha,41.38520365,22.03711197,"St. Nicholas, R1107, 1430 Dabnishte, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Skopje Region,Dolno Lisiche,Municipality of Aerodrom,1050,,41.9576645,21.54033369,"Holy Trinity, R1106, 1050 Dolno Lisiche, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Skopje Region,Dolno Lisiche,Municipality of Aerodrom,1050,,41.95825535,21.54116705,"Holy Trinity, R1106, 1050 Dolno Lisiche, North Macedonia",,,,,,
Св. Спас,Holy Salvation,Pelagonia Region,Noshpal,Municipality of Prilep,7512,,41.2131068,21.48204015,"Holy Salvation, R2340, 7512 Noshpal, North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Alinci,Municipality of Prilep,7514,,41.24179235,21.48413383,"St. George, A3, 7514 Alinci, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Melnica,Municipality of Prilep,,,41.1656512,21.78743055,"St. Demetrius of Salonica, R1107, Melnica, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Shtavica,Municipality of Prilep,,,41.2803469,21.57202646,"St. Nicholas, R1107, Shtavica, North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Beshishte,Municipality of Prilep,,,41.16260265,21.68747105,"St. George, Path to Chebren, Beshishte, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Beshishte,Municipality of Prilep,,,41.158583,21.6863433,"St. Parascheva, Path to Chebren, Beshishte, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Trojaci,Municipality of Prilep,,,41.3571139,21.77121771,"St. Demetrius of Salonica, R1101, Trojaci, North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Trojaci,Municipality of Prilep,,,41.37029905,21.73877061,"St. George, R1101, Trojaci, North Macedonia",,,,,,
Св. Недела,St. Domenica,Pelagonia Region,Krushevo,Municipality of Krushevo,7550,Miak,41.37516975,21.24085519,"St. Domenica, Todor Proeski-Toshe, 7550 Krushevo, North Macedonia",,,,,,
Св. Архангел Михаил,St. Archangel Michael,Pelagonia Region,Vrpsko,Municipality of Prilep,,,41.2407996,21.81342383,"St. Archangel Michael, Vrpsko, Pelagonia Region, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Gugjakovo,Municipality of Prilep,,,41.2826756,21.7988192,"St. Demetrius of Salonica, Gugjakovo, Pelagonia Region, North Macedonia",,,,,,
Св. Петар и Павле,St. Peter and Paul,Pelagonia Region,Zhivovo,Municipality of Prilep,,,41.2077939,21.8163884,"Zhivovo, Pelagonia Region, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Vitolishte,Municipality of Prilep,,,41.2061232,21.81377828,"St. Parascheva, R1107, Vitolishte, North Macedonia",,,,,,
Св. Димитириј Солунски,St. Demetrius of Salonica,Pelagonia Region,Trojaci,Municipality of Prilep,,,41.3365458,21.77614293,"St. Demetrius of Salonica, R1101, Trojaci, North Macedonia",,,,,,
Св. Спас,Holy Salvation,Pelagonia Region,Topolchani,Municipality of Prilep,7512,,41.23004165,21.43026629,"Holy Salvation, Тополчани, 7512 Topolchani, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Toplica,Municipality of Prilep,,,41.4012888,21.7414305,"St. Nicholas, R1101, Toplica, North Macedonia",,,,,,
Св. Георгиј,St. George,Pelagonia Region,Dunje,Municipality of Prilep,,,41.2816681,21.67002744,"St. George, R29172, Dunje, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Dunje,Municipality of Prilep,,,41.2866291,21.67066275,"St. Parascheva, R29172, Dunje, North Macedonia",,,,,,
Св. Илија,St. Eliyah,Pelagonia Region,Kalen,Municipality of Prilep,,,41.27525815,21.66148665,"St. Eliyah, R1107, Kalen, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Podmol,Municipality of Prilep,,,41.1991567,21.56290141,"St. Demetrius of Salonica, Podmol, Pelagonia Region, North Macedonia",,,,,,
Св. Спас,Holy Salvation,Pelagonia Region,Melnica,Municipality of Prilep,,,41.1475914,21.82345615,"Holy Salvation, R1107, Melnica, North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Shtavica,Municipality of Prilep,,,41.2953577,21.58440662,"St. Demetrius of Salonica, R1107, Shtavica, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Prisad,Municipality of Prilep,,,41.434158,21.59738004,"St. Athanasius, R1312, Prisad, North Macedonia",,,,,,
Св. Атанасиј,St. Athanasius,Pelagonia Region,Toplica,Municipality of Prilep,,,41.42172195,21.7465523,"St. Athanasius, R1101, Toplica, North Macedonia",,,,,,
Успение на Пресвета Богородица,Assumption of the Most Holy Mother of God,Pelagonia Region,Prilep,Municipality of Prilep,7510,,41.32528455,21.57799989,"Assumption of the Most Holy Mother of God, A3, 7510 Prilep, North Macedonia",,,,,,
Св. Кирил и Методиј,Ss. Cyril and Methodius,Pelagonia Region,Prilep,Municipality of Prilep,7500,Charshija,41.34660915,21.54929764,"Ss. Cyril and Methodius, Arhiepiskop Dositej, 7500 Prilep, North Macedonia",,,,,,
Св. Пантелејмон,St. Panteleimon,Pelagonia Region,Prilep,Municipality of Prilep,7510,Rid,41.34213285,21.56347875,"St. Panteleimon, Naroden Heroj Trajko Boshkoski-Tarcan, 7510 Prilep, North Macedonia",,,,,,
Св. Никола,St. Niocholas,Pelagonia Region,Lopatica,Municipality of Prilep,,,41.17960895,21.59580835,"St. Niocholas, Lopatica, Pelagonia Region, North Macedonia",,,,,,
Рождение на Пресвета Богородица,Nativity of Virgin Mary,Pelagonia Region,Shtavica,Municipality of Prilep,7515,,41.23281,21.55063107,"Nativity of Virgin Mary, R1107, 7515 Shtavica, North Macedonia",,,,,,
Св. Спас,Holy Salvation,Pelagonia Region,Alinci,Municipality of Prilep,7515,TIDZ Alinci,41.26440195,21.51871538,"Holy Salvation, ТИРЗ, 7515 Alinci, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Dren,Municipality of Prilep,,,41.32740185,21.7853088,"St. Nicholas, Dren, Pelagonia Region, North Macedonia",,,,,,
Св. Илија,St. Eliyah,Pelagonia Region,Dren,Municipality of Prilep,,,41.32282235,21.7800863,"St. Eliyah, Dren, Pelagonia Region, North Macedonia",,,,,,
Св. Параскева,St. Parascheva,Pelagonia Region,Beshishte,Municipality of Prilep,,,41.13838525,21.78345515,"St. Parascheva, R2338, Beshishte, North Macedonia",,,,,,
Св. Јован,St. John,Pelagonia Region,Bonche,Municipality of Prilep,,,41.2276143,21.59512188,"St. John, R1107, Bonche, North Macedonia",,,,,,
Св. Јован Богослов,St. John The Theologian,Pelagonia Region,Bonche,Municipality of Prilep,,,41.226463,21.59755064,"St. John The Theologian, R1107, Bonche, North Macedonia",,,,,,
Св. Петка,,Pelagonia Region,Veprchani,Municipality of Prilep,,,41.27083075,21.75394398,"Св. Петка, Veprchani, Pelagonia Region, North Macedonia",,,,,,
Св. Илија,,Pelagonia Region,Melnica,Municipality of Prilep,,,41.1637134,21.7812879,"Св. Илија, R1107, Melnica, North Macedonia",,,,,,
Св. Харалампиј,St. Charalambos,Pelagonia Region,Vitolishte,Municipality of Prilep,,National Forests - Black Pine,41.17739055,21.8254023,"St. Charalambos, R1107, Vitolishte, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Vitolishte,Municipality of Prilep,,,41.1832086,21.82536265,"St. Parascheva, R1107, Vitolishte, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Prilep (Vicinity),Municipality of Prilep,7513,,41.39311375,21.56405828,"St. Nicholas, Hiking trail Prilep - Treskavec, 7513 Prilep (Vicinity), North Macedonia",,,,,,
Св. Димитриј Солунски,St. Demetrius of Salonica,Pelagonia Region,Dunje,Municipality of Prilep,,,41.25776775,21.6896227,"St. Demetrius of Salonica, R29172, Dunje, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Kanatlarci,Municipality of Prilep,,,41.2168103,21.50485623,"St. Nicholas, Kanatlarci, Pelagonia Region, North Macedonia",,,,,,
Успение на Пресвета Богородица,Dormition of Holy Mother of God,Pelagonia Region,Kanatlarci,Municipality of Prilep,,,41.2169531,21.50508983,"Dormition of Holy Mother of God, Kanatlarci, Pelagonia Region, North Macedonia",,,,,,
Св. Спас,Holy Salvation,Pelagonia Region,Kalen,Municipality of Prilep,,,41.2928025,21.6345665,"Holy Salvation, R1107, Kalen, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Pletvar,Municipality of Prilep,,,41.403982,21.6687494,"St. Nicholas, R1101, Pletvar, North Macedonia",,,,,,
Рождество на Пресвета Богородица,Nativity of Virgin Mary,Pelagonia Region,Toplica,Municipality of Prilep,,,41.37341645,21.79900384,"Nativity of Virgin Mary, R1101, Toplica, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Beshishte,Municipality of Prilep,,,41.116295,21.80463375,"St. Parascheva, R2338, Beshishte, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Skopje Region,Skopje,Municipality of Aerodrom,1001,Novo Lisiche,41.98104665,21.46903509,"St. Parascheva, Srbija, 1001 Skopje, North Macedonia",,,,,,
Св.Тројца,Sv.Trojca,Southeastern Region,Radovish,Municipality of Radovish,2420,,41.6350875,22.4677492,"Sv.Trojca, Bulevard Aleksandar Makedonski, 2420 Radovish, North Macedonia",,,,,,
Св. Петка,St. Parascheva,Pelagonia Region,Prilep,Municipality of Prilep,7500,Shtavichko Maalo,41.30410115,21.5659066,"St. Parascheva, Car Samoil, 7500 Prilep, North Macedonia",,,,,,
Св. Василиј,,Eastern Region,Jastrebnik,Municipality of Kochani,,,42.04039245,22.3522951,"Св. Василиј, R1309, Jastrebnik, North Macedonia",,,,,,
Собор на Сите Македонски Светители,,Pelagonia Region,Bitola,Municipality of Bitola,7000,,41.026193,21.31430691,"Собор на Сите Македонски Светители, Partizanski Odredi na Makedonija 0, 7000 Bitola, North Macedonia",,,,,,
Св. Петар и Павле,St. Peter and St. Paul,Southwestern Region,Kichevo,Municipality of Kichevo,6250,Podvarosh,41.51161135,20.96345986,"St. Peter and St. Paul, Александар Македонски 0, 6250 Kichevo, North Macedonia",,,,,,
Манастир Св.Илија Петти Кладенци,,Northeastern Region,Shopsko Rudare,Municipality of Kratovo,,,42.05597155,21.98936367,"Манастир Св.Илија Петти Кладенци, R29277, Shopsko Rudare, North Macedonia",,,,,,
Манастир Св. Арханѓел Гаврил,,Skopje Region,Zelenikovo,Municipality of Zelenikovo,1053,,41.88500575,21.58376925,"Манастир Св. Арханѓел Гаврил, R117, 1053 Zelenikovo, North Macedonia",,,,,,
Св. Пантелејмон,St. Pantaleon,Pelagonia Region,Prisad,Municipality of Prilep,,,41.429221,21.61976095,"St. Pantaleon, R1312, Prisad, North Macedonia",,,,,,
Пресвето Срце Исусово,,Pelagonia Region,Bitola,Municipality of Bitola,7000,Borimechka,41.02880935,21.33592937,"Пресвето Срце Исусово, Широк Сокак, 7000 Bitola, North Macedonia",,,,,,
Храм Свети Климент Охридски и Света Петка,,Eastern Region,Shtip,Municipality of Shtip,2000,,41.7469713,22.19786542,"Храм Свети Климент Охридски и Света Петка, Никоманска, 2000 Shtip, North Macedonia",,,,,,
Св. Недела,Holy Sunday Church,Eastern Region,Obleshevo,Municipality of Cheshinovo-Obleshevo,,,41.8820608,22.3328605,"Holy Sunday Church, M5, Obleshevo, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Vrboec,Municipality of Krushevo,7524,,41.33659563,21.29709789,"7524 Vrboec, North Macedonia",,,,,,
Св. Троица,Holy Trinity,Pelagonia Region,Trojaci,Municipality of Prilep,,,41.36664405,21.74005972,"Holy Trinity, R1101, Trojaci, North Macedonia",,,,,,
Св. Атанасиј Велики,,Vardar Region,Negotino,Municipality of Negotino,1440,,41.4877502,22.0935922,"Св. Атанасиј Велики, Partizanska, 1440 Negotino, North Macedonia",,,,,,
Св. Јован Крстител,,Vardar Region,Veles,Municipality of Veles,1400,Prevalec,41.710387,21.76285728,"Св. Јован Крстител, Благој Ѓорев, 1400 Veles, North Macedonia",,,,,,
Свети Апостол и евангелист Лука,,Eastern Region,Vinica,Municipality of Vinica,2310,,41.88467705,22.51296534,"Свети Апостол и евангелист Лука, Даме Груев, 2310 Vinica, North Macedonia",,,,,,
Св. Три Светители,,Skopje Region,Skopje,Municipality of Aerodrom,1001,Michurin,41.9901004,21.447026,"Св. Три Светители, Владимир Комаров, 1001 Skopje, North Macedonia",,,,,,
Св. Архангел Гаврил,,Skopje Region,Skopje,Municipality of Gazi Baba,1000,Chento,42.006785,21.50778173,"Св. Архангел Гаврил, Финска 24, 1000 Skopje, North Macedonia",,,,,,
Xhamija e Deshmoreve Hasanbeg,,Skopje Region,Municipality of Gazi Baba,,,Singelikj,42.0149044,21.51421689,"Xhamija e Deshmoreve Hasanbeg, 912, Municipality of Gazi Baba, North Macedonia",,,,,,
Св. Георгиј,St. George,Southwestern Region,Lazarovci,Municipality of Kichevo,6250,,41.53115365,20.9901605,"St. George, R2231, 6250 Lazarovci, North Macedonia",,,,,,
Св. Никола,St. Nicholas,Pelagonia Region,Bitola,Municipality of Bitola,7000,Borimechka,41.02067305,21.34659712,"St. Nicholas, Боримечка, 7000 Bitola, North Macedonia",,,,,,
Св. Атанасиј Велики,St. Athanasius the Great,Pelagonia Region,Kukurechani,Municipality of Bitola,,,41.12147705,21.3354214,"St. Athanasius the Great, A3, Kukurechani, North Macedonia",,,,,,
Св. Никола,,Skopje Region,Skopje,Municipality of Butel,1000,Топанско Поле,42.02200375,21.44039371,"Св. Никола, Втора Македонска Бригада, 1000 Skopje, North Macedonia",,,,,,
Св. Константин и Елена,,Skopje Region,Skopje,Municipality of Gazi Baba,1000,Zhelezara,42.0148381,21.45096952,"Св. Константин и Елена, Тајмишка, 1000 Skopje, North Macedonia",,,,,,
Св. Илија,St. Eliyah,Pelagonia Region,Meglenci,Municipality of Novaci,,,41.07175155,21.5049613,"St. Eliyah, R1311, Meglenci, North Macedonia",,,,,,
Света Троица,,Pelagonia Region,Bitola,Municipality of Bitola,7000,Borimechka,41.02549675,21.34153815,"Света Троица, Nikola Tesla, 7000 Bitola, North Macedonia",,,,,,
Xhamia Sërbicë,,Southwestern Region,Srbica,Municipality of Kichevo,6254,,41.58773125,21.03154071,"Xhamia Sërbicë, Pruga uskog koloseka Skopje – Ohrid, 6254 Srbica, North Macedonia",,,,,,
Св. Архангел Михаил,,Eastern Region,Vinica,Municipality of Vinica,2310,,41.8821196,22.5054658,"Св. Архангел Михаил, Борис Кидрич, 2310 Vinica, North Macedonia",,,,,,
Манастир Св. 40 Маченици,,Skopje Region,Orman,Municipality of Gjorche Petrov,1060,,42.0609829,21.3489729,"Манастир Св. 40 Маченици, Motrokros Pateka Orman, 1060 Orman, North Macedonia",,,,,,
Св. Атанас,,Skopje Region,Kuchkovo,Municipality of Gjorche Petrov,,,42.0598924,21.2983618,"Св. Атанас, Улица 103, Kuchkovo, North Macedonia",,,,,,
Crkva Sv.Tripun,,Skopje Region,Kuchkovo,Municipality of Gjorche Petrov,,,42.0608563,21.3158452,"Crkva Sv.Tripun, Улица 103, Kuchkovo, North Macedonia",,,,,,
Св. Петка,,Skopje Region,Volkovo,Municipality of Gjorche Petrov,1060,,42.0493212,21.3388559,"Св. Петка, Улица 103, 1060 Volkovo, North Macedonia",,,,,,
Св. Атанас,,Skopje Region,Volkovo,Municipality of Gjorche Petrov,1060,,42.0500064,21.339328,"Св. Атанас, Улица 103, 1060 Volkovo, North Macedonia",,,,,,
Sv. Krstovden,,Skopje Region,Kuchkovo,Municipality of Gjorche Petrov,,,42.0516811,21.3110834,"Sv. Krstovden, Улица 103, Kuchkovo, North Macedonia",,,,,,
Sv. Spas-Kuckovo,,Skopje Region,Kuchkovo,Municipality of Gjorche Petrov,,,42.0592027,21.3083108,"Sv. Spas-Kuckovo, Улица 103, Kuchkovo, North Macedonia",,,,,,
Џамија Никиштане,,Skopje Region,Volkovo,Municipality of Gjorche Petrov,1060,,42.0660807,21.3357012,"Џамија Никиштане, Mother Teresa, 1060 Volkovo, North Macedonia",,,,,,
Св. Никита,,Skopje Region,Banjane,Municipality of Chucher Sandevo,,,42.1076532,21.3799578,"Св. Никита, Манастир Св. Илија, Banjane, North Macedonia",,,,,,
Sv.Petka-Kuckovo,,Skopje Region,Kuchkovo,Municipality of Gjorche Petrov,,,42.0540808,21.3135461,"Sv.Petka-Kuckovo, Улица 103, Kuchkovo, North Macedonia",,,,,,
Манастир Св. Андреј,Monastery St. Andrej,Skopje Region,Matka,Municipality of Saraj,,,41.9505936,21.2991931,"Monastery St. Andrej, Přehrada Matka - hráz, Matka, North Macedonia",,,,,,
Св. Никола,,Skopje Region,Shishevo,Municipality of Saraj,,,41.951833,21.3042042,"Св. Никола, Мечкина Дупка, Shishevo, North Macedonia",,,,,,
с.в Наум Охридски,,Skopje Region,Radishani,Municipality of Butel,1010,Radishani,42.0550347,21.4554709,"с.в Наум Охридски, 20, 1010 Radishani, North Macedonia",,,,,,
Пресвета Богородица,,Skopje Region,Radishani,Municipality of Butel,1010,Radishani,42.0719506,21.4487798,"Пресвета Богородица, Радишанска, 1010 Radishani, North Macedonia",,,,,,
Св. Илија,,Skopje Region,Kuchkovo,Municipality of Gjorche Petrov,,,42.0604971,21.2958493,"Св. Илија, Улица 103, Kuchkovo, North Macedonia",,,,,,
Св. Богородица,Holy Mother of God,Vardar Region,Saramzalino,Municipality of Lozovo,,,41.7882229,21.9410619,"Holy Mother of God, A3, Saramzalino, North Macedonia",,,,,,
Св. Богородица,Mother of God,Vardar Region,Demir Kapija,Municipality of Demir Kapija,1442,,41.4091983,22.2367525,"Mother of God, Ilindenska, 1442 Demir Kapija, North Macedonia",,,,,,
Св. Талалеј,,Vardar Region,Klisura,Municipality of Demir Kapija,,,41.3842763,22.2918792,"Св. Талалеј, Road to Klisura (Paved section), Klisura, North Macedonia",,,,,,
Манастир Св. Никола,Monastery St. Nicholas,Vardar Region,Klisura,Municipality of Demir Kapija,,,41.3831513,22.2878614,"Monastery St. Nicholas, Road to Klisura (Paved section), Klisura, North Macedonia",,,,,,
Св. Петка,,Northeastern Region,Gradishte,Municipality of Kumanovo,2220,,41.9997804,21.8606921,"Св. Петка, R1204, 2220 Gradishte, North Macedonia",,,,,,
Manastir Sveta Bogorodica,,Vardar Region,Vetersko,Municipality of Veles,,,41.8289199,21.6864385,"Manastir Sveta Bogorodica, Friendship, Vetersko, North Macedonia",,,,,,
Hayati Baba Teqe,,Southwestern Region,Kichevo,Municipality of Kichevo,6250,Chiflik,41.513223,20.9609726,"Hayati Baba Teqe, 11 Октомври, 6250 Kichevo, North Macedonia",,,,,,
Çulu Baba Teqe,,Southwestern Region,Kichevo,Municipality of Kichevo,6250,Podvarosh,41.5121875,20.9617402,"Çulu Baba Teqe, Санде Штерјоски, 6250 Kichevo, North Macedonia",,,,,,
Balla Mëhalla,,Southwestern Region,Kichevo,Municipality of Kichevo,6250,Bala Maalo,41.5181592,20.9658609,"Balla Mëhalla, Исеин Акиоски, 6250 Kichevo, North Macedonia",,,,,,
Св. Преображение,,Pelagonia Region,Skochivir,Municipality of Novaci,,,40.9820235,21.7749801,"Св. Преображение, Skochivir, Pelagonia Region, North Macedonia",,,,,,
Manastir Sveti Jovan,,Vardar Region,Vetersko,Municipality of Veles,,,41.8286581,21.6894737,"Manastir Sveti Jovan, Friendship, Vetersko, North Macedonia",,,,,,
Св. Архангел Михаил,,Northeastern Region,Kumanovo,Municipality of Kumanovo,1300,,42.1507701,21.7322948,"Св. Архангел Михаил, R1204, 1300 Kumanovo, North Macedonia",,,,,,
